school_id,teacher_id,yearsp,class_size
4,3747,2006,18
4,3747,2007,19
4,3747,2008,18
4,3747,2009,9
4,3757,2003,17
4,3757,2004,20
4,3757,2005,17
4,3757,2006,24
4,3757,2008,25
4,3757,2009,10
4,3757,2010,26
4,3757,2011,24
4,3757,2012,21
4,3795,2003,22
4,3795,2004,18
4,3795,2005,25
4,3795,2006,26
4,3795,2007,21
4,3795,2008,30
4,3809,2013,8
4,3847,2007,15
4,4002,2006,21
4,4007,2003,5
4,4063,2003,7
4,4063,2004,13
4,4063,2005,17
4,4063,2006,20
4,4063,2008,17
4,4063,2009,16
4,4063,2010,14
4,4063,2011,11
4,4063,2012,17
4,4063,2013,14
4,4185,2004,23
4,4210,2003,17
4,4210,2010,22
4,4210,2011,22
4,4210,2012,21
4,4210,2013,17
4,4260,2003,23
4,4260,2004,20
4,4260,2005,24
4,4260,2006,23
4,4389,2010,16
4,4389,2011,13
4,4389,2012,14
4,4389,2013,16
4,4442,2013,19
4,4533,2011,13
4,4533,2012,16
4,4533,2013,17
4,4549,2008,31
4,4585,2004,8
4,4585,2005,12
4,4623,2004,22
4,4761,2005,19
4,4934,2009,8
4,5014,2007,18
4,5069,2008,2
4,5156,2009,19
4,5256,2011,19
4,5286,2012,4
4,5286,2013,3
4,5353,2003,6
5,295,2007,16
5,408,2007,17
5,620,2007,19
5,630,2007,17
5,830,2007,22
5,833,2007,16
5,870,2007,23
5,1000,2007,12
5,1107,2007,16
5,1184,2007,19
5,1186,2007,24
5,1438,2003,15
5,1438,2004,17
5,1479,2012,18
5,1479,2013,23
5,1523,2005,14
5,1640,2003,29
5,1678,2003,7
5,1678,2004,3
5,1678,2005,4
5,1678,2006,4
5,1801,2003,13
5,1836,2004,10
5,1892,2003,25
5,1892,2004,28
5,2143,2003,13
5,2143,2004,20
5,2143,2005,16
5,2143,2006,19
5,2143,2008,16
5,2143,2009,13
5,2143,2010,12
5,2143,2011,18
5,2143,2012,17
5,2143,2013,17
5,2252,2006,21
5,2279,2003,15
5,2297,2005,11
5,2297,2006,17
5,2297,2007,26
5,2297,2009,25
5,2466,2005,16
5,2466,2006,20
5,2466,2008,17
5,2466,2009,2
5,2466,2010,23
5,2466,2011,20
5,2466,2012,19
5,2466,2013,15
5,2473,2003,17
5,2473,2004,16
5,2560,2003,23
5,2560,2004,27
5,2793,2013,26
5,3073,2003,19
5,3073,2004,24
5,3077,2003,17
5,3077,2004,16
5,3129,2003,12
5,3129,2004,24
5,3129,2005,13
5,3129,2006,5
5,3129,2008,25
5,3129,2009,16
5,3129,2010,18
5,3129,2011,26
5,3129,2012,9
5,3161,2011,30
5,3161,2012,20
5,3161,2013,22
5,3162,2006,19
5,3162,2008,16
5,3162,2009,15
5,3162,2010,17
5,3162,2011,17
5,3162,2012,16
5,3165,2008,23
5,3165,2009,24
5,3391,2013,19
5,3482,2005,25
5,3543,2003,8
5,3543,2004,16
5,3594,2003,17
5,3670,2003,15
5,3670,2004,14
5,3738,2003,23
5,3738,2004,25
5,3738,2005,26
5,3738,2006,19
5,3738,2008,26
5,3738,2009,27
5,3738,2010,23
5,3738,2011,27
5,3738,2012,23
5,3742,2005,15
5,3742,2006,18
5,3742,2008,18
5,3742,2009,12
5,3834,2005,23
5,3834,2006,21
5,3834,2008,25
5,3834,2009,24
5,3834,2010,24
5,3834,2011,28
5,3834,2012,22
5,3834,2013,22
5,3924,2003,15
5,4227,2010,22
5,4227,2011,21
5,4227,2012,17
5,4321,2004,11
5,4416,2003,15
5,4416,2004,19
5,4416,2005,16
5,4431,2005,24
5,4487,2013,22
5,4620,2005,14
5,4620,2006,15
5,4620,2008,18
5,4620,2010,19
5,4775,2005,5
5,4775,2006,7
5,4784,2013,24
5,4800,2005,13
5,4800,2006,18
5,4800,2007,14
5,4800,2008,16
5,4800,2009,15
5,4800,2010,15
5,4800,2011,18
5,4904,2009,16
5,4904,2010,24
5,4911,2013,21
5,4949,2006,18
5,4949,2008,17
5,4964,2008,24
5,4999,2006,19
5,5019,2006,19
5,5059,2007,2
5,5091,2010,23
5,5091,2011,17
5,5091,2012,14
5,5124,2013,24
5,5128,2008,17
5,5198,2009,4
5,5210,2010,16
5,5210,2011,19
5,5210,2012,17
5,5210,2013,17
6,41,2007,7
6,193,2007,9
6,204,2007,25
6,252,2007,20
6,317,2007,14
6,354,2007,14
6,500,2007,17
6,893,2007,16
6,896,2007,20
6,937,2007,16
6,1109,2007,24
6,1111,2007,18
6,1127,2007,22
6,1144,2007,22
6,1145,2007,19
6,1170,2007,11
6,1185,2007,19
6,1275,2003,8
6,1292,2008,9
6,1292,2009,9
6,1343,2006,19
6,1343,2008,21
6,1364,2003,3
6,1364,2004,14
6,1364,2005,10
6,1434,2003,16
6,1614,2003,9
6,1680,2005,22
6,1711,2003,11
6,1711,2004,16
6,1711,2005,16
6,1717,2003,19
6,1717,2004,20
6,1717,2005,17
6,1795,2006,12
6,1795,2008,15
6,1795,2009,9
6,1932,2003,15
6,1932,2004,20
6,1994,2004,10
6,1994,2005,25
6,1994,2006,24
6,1994,2008,23
6,1994,2009,23
6,2122,2003,23
6,2198,2004,17
6,2198,2005,20
6,2198,2006,20
6,2198,2008,15
6,2198,2010,19
6,2198,2011,19
6,2198,2012,20
6,2198,2013,19
6,2306,2004,17
6,2306,2005,17
6,2306,2006,16
6,2306,2008,18
6,2306,2010,28
6,2306,2011,21
6,2306,2012,27
6,2306,2013,30
6,2458,2003,17
6,2458,2004,9
6,2484,2003,14
6,2555,2003,16
6,2680,2003,11
6,2680,2004,20
6,2680,2005,16
6,2696,2008,18
6,2701,2010,13
6,2701,2011,15
6,2717,2006,17
6,2737,2003,17
6,2737,2004,18
6,2737,2005,16
6,2754,2008,19
6,2754,2009,17
6,2754,2010,28
6,2754,2011,32
6,2754,2012,27
6,2754,2013,15
6,2829,2004,21
6,2829,2005,18
6,2829,2006,17
6,2829,2007,16
6,2924,2003,14
6,2945,2009,19
6,2945,2010,17
6,2945,2011,12
6,2945,2012,19
6,2945,2013,20
6,2982,2009,7
6,2982,2010,21
6,2982,2011,22
6,2982,2012,22
6,2982,2013,20
6,3154,2003,19
6,3178,2003,22
6,3202,2006,2
6,3418,2004,5
6,3418,2005,18
6,3423,2003,16
6,3423,2004,18
6,3423,2005,18
6,3750,2003,16
6,3750,2004,18
6,3750,2010,9
6,3756,2003,4
6,3783,2004,28
6,3783,2005,18
6,3909,2003,19
6,3927,2003,13
6,3927,2004,22
6,3928,2006,14
6,3928,2009,3
6,3928,2010,15
6,3928,2011,16
6,3937,2003,16
6,3937,2004,18
6,3937,2005,16
6,3937,2006,15
6,3937,2008,19
6,3937,2012,28
6,3937,2013,28
6,3953,2004,18
6,3953,2005,11
6,4033,2006,15
6,4033,2008,15
6,4033,2009,28
6,4033,2010,31
6,4033,2011,33
6,4033,2012,15
6,4033,2013,27
6,4072,2003,21
6,4196,2005,17
6,4358,2003,16
6,4388,2006,17
6,4447,2003,15
6,4541,2003,17
6,4541,2011,17
6,4541,2012,18
6,4541,2013,19
6,4587,2004,18
6,4601,2004,9
6,4628,2004,28
6,4628,2005,23
6,4628,2006,21
6,4628,2008,25
6,4628,2009,14
6,4635,2004,28
6,4635,2005,18
6,4635,2006,16
6,4635,2007,19
6,4635,2008,17
6,4635,2009,27
6,4635,2010,29
6,4635,2011,22
6,4635,2012,27
6,4635,2013,22
6,4648,2004,22
6,4648,2005,25
6,4648,2006,12
6,4648,2008,26
6,4648,2010,21
6,4648,2011,23
6,4648,2012,20
6,4648,2013,21
6,4656,2004,17
6,4670,2009,32
6,4670,2010,31
6,4670,2011,21
6,4670,2012,26
6,4670,2013,31
6,4706,2005,5
6,4707,2012,18
6,4707,2013,17
6,4708,2008,15
6,4708,2010,20
6,4708,2011,21
6,4729,2006,24
6,4729,2008,24
6,4762,2005,5
6,4778,2008,18
6,4788,2006,17
6,4788,2007,19
6,4788,2008,14
6,4795,2005,23
6,4795,2006,23
6,4796,2005,19
6,4796,2006,25
6,4796,2008,24
6,4796,2009,27
6,4796,2010,16
6,4796,2011,17
6,4796,2012,21
6,4796,2013,18
6,4813,2009,17
6,4813,2010,18
6,4813,2011,18
6,4813,2012,18
6,4813,2013,19
6,4816,2005,17
6,4874,2005,5
6,4908,2006,8
6,4952,2006,14
6,4953,2006,14
6,4953,2008,19
6,4994,2006,19
8,119,2007,5
8,150,2007,19
8,636,2007,17
8,972,2007,19
8,1120,2007,18
8,1176,2007,4
8,1221,2003,18
8,1221,2004,14
8,1221,2005,16
8,1221,2006,14
8,1507,2010,19
8,1507,2011,21
8,1507,2012,21
8,1574,2004,10
8,1574,2005,11
8,1574,2006,11
8,1574,2008,11
8,1574,2009,7
8,1673,2003,13
8,1673,2004,13
8,1673,2008,18
8,2003,2003,13
8,2276,2003,7
8,2276,2004,7
8,2276,2005,5
8,2278,2004,19
8,2955,2004,20
8,3101,2005,23
8,3179,2004,17
8,3179,2005,15
8,3179,2006,14
8,3179,2008,15
8,3179,2009,15
8,3179,2010,13
8,3179,2011,18
8,3179,2012,18
8,3179,2013,21
8,3443,2004,13
8,3443,2005,11
8,3899,2004,2
8,4131,2006,13
8,4171,2004,14
8,4213,2008,17
8,4213,2009,12
8,4213,2010,17
8,4213,2011,22
8,4213,2012,21
8,4213,2013,14
8,4376,2009,9
8,4376,2011,20
8,4376,2012,27
8,4426,2006,24
8,4476,2013,30
8,4517,2011,26
8,4517,2012,27
8,4517,2013,31
8,4545,2010,23
8,4545,2013,16
8,4705,2005,15
8,4705,2006,15
8,4705,2008,25
8,4705,2009,23
8,4705,2010,27
8,4705,2011,6
8,4705,2012,6
8,4705,2013,9
8,4928,2006,2
8,4928,2008,3
8,4959,2009,2
8,4959,2010,20
8,5309,2012,19
8,5309,2013,20
9,2309,2013,2
9,3090,2013,2
10,234,2007,27
10,279,2007,28
10,292,2007,19
10,410,2007,18
10,426,2007,12
10,467,2007,10
10,576,2007,15
10,604,2007,17
10,703,2007,19
10,834,2007,17
10,891,2007,24
10,1207,2007,27
10,1213,2005,12
10,1288,2011,23
10,1288,2012,19
10,1288,2013,32
10,1553,2003,26
10,1632,2003,18
10,1912,2003,25
10,1936,2005,23
10,1936,2006,26
10,1936,2008,28
10,1936,2009,26
10,1936,2010,30
10,1936,2011,30
10,1936,2012,31
10,1936,2013,32
10,2016,2003,12
10,2094,2005,23
10,2094,2006,26
10,2094,2008,17
10,2094,2009,18
10,2094,2010,18
10,2094,2011,18
10,2132,2005,21
10,2132,2006,18
10,2132,2008,20
10,2132,2010,22
10,2132,2011,18
10,2132,2012,19
10,2275,2003,30
10,2275,2004,16
10,2469,2004,25
10,2469,2005,30
10,2469,2006,33
10,2469,2008,29
10,2469,2009,33
10,2469,2010,31
10,2469,2011,31
10,2469,2012,31
10,2521,2003,7
10,2521,2004,14
10,2521,2005,13
10,2521,2006,10
10,2521,2008,12
10,2521,2009,9
10,2521,2010,10
10,2656,2003,11
10,2656,2004,14
10,2656,2005,16
10,2656,2006,10
10,2656,2008,13
10,2656,2009,15
10,2656,2010,13
10,2727,2004,27
10,2866,2013,23
10,2994,2004,21
10,2994,2005,19
10,2994,2006,20
10,2994,2008,15
10,2994,2009,20
10,3080,2003,16
10,3080,2004,16
10,3080,2005,8
10,3080,2006,20
10,3080,2008,19
10,3080,2009,16
10,3080,2010,19
10,3080,2011,22
10,3080,2012,22
10,3080,2013,24
10,3363,2003,16
10,3363,2004,19
10,3363,2005,18
10,3363,2006,18
10,3363,2008,18
10,3363,2009,2
10,3363,2010,24
10,3363,2011,21
10,3363,2012,22
10,3363,2013,31
10,3383,2004,14
10,3505,2011,19
10,3505,2012,23
10,3505,2013,19
10,3626,2003,14
10,3716,2003,12
10,3716,2010,22
10,3716,2011,22
10,3716,2012,21
10,3716,2013,23
10,3743,2003,18
10,3743,2004,19
10,3743,2005,19
10,3743,2006,16
10,3743,2008,18
10,3743,2009,19
10,3743,2010,29
10,3743,2011,32
10,3743,2012,31
10,3743,2013,27
10,3744,2009,4
10,3913,2003,26
10,3913,2004,26
10,3913,2005,27
10,3913,2006,33
10,3913,2008,25
10,3913,2009,31
10,4032,2003,13
10,4032,2004,19
10,4032,2005,20
10,4032,2006,19
10,4032,2007,18
10,4032,2008,19
10,4032,2009,10
10,4032,2010,24
10,4032,2011,24
10,4032,2012,28
10,4239,2004,32
10,4344,2005,16
10,4344,2009,3
10,4344,2010,21
10,4344,2011,19
10,4344,2012,25
10,4344,2013,23
10,4896,2011,26
10,4991,2010,32
10,5070,2008,30
10,5296,2013,25
11,19,2007,19
11,145,2007,2
11,209,2007,17
11,297,2007,7
11,305,2007,19
11,540,2007,25
11,600,2007,21
11,684,2007,26
11,1005,2007,24
11,1238,2004,14
11,1270,2003,18
11,1270,2004,16
11,1270,2005,19
11,1270,2006,14
11,1270,2008,16
11,1270,2009,5
11,1270,2010,21
11,1270,2011,21
11,1270,2012,20
11,1304,2004,20
11,1304,2005,26
11,1304,2006,18
11,1304,2007,21
11,1304,2008,25
11,1304,2009,15
11,1304,2010,31
11,1304,2011,23
11,1304,2012,32
11,1304,2013,20
11,1420,2004,26
11,1420,2005,23
11,1528,2003,15
11,1644,2003,17
11,1644,2004,18
11,1644,2005,16
11,1861,2003,15
11,1861,2004,17
11,1861,2005,15
11,1861,2006,17
11,1861,2009,2
11,1861,2010,21
11,1861,2011,17
11,1861,2012,18
11,1972,2003,24
11,1972,2004,14
11,1972,2005,17
11,1972,2006,23
11,2146,2003,8
11,2146,2004,3
11,2146,2005,4
11,2146,2006,5
11,2146,2008,4
11,2146,2009,4
11,2158,2003,15
11,2158,2004,17
11,2158,2005,10
11,2158,2006,14
11,2158,2008,8
11,2158,2009,14
11,2158,2010,23
11,2158,2011,18
11,2158,2012,4
11,2158,2013,29
11,2440,2005,13
11,2963,2013,22
11,3323,2003,21
11,3323,2004,30
11,3323,2005,30
11,3323,2006,26
11,3323,2008,29
11,3323,2009,16
11,3323,2010,35
11,3323,2011,33
11,3323,2012,28
11,3323,2013,19
11,3585,2003,15
11,3585,2004,18
11,3585,2005,14
11,3585,2006,16
11,3585,2007,10
11,3585,2008,17
11,3585,2009,14
11,3585,2010,9
11,3585,2011,18
11,3585,2012,23
11,3585,2013,21
11,3595,2003,12
11,3595,2004,18
11,3595,2005,15
11,3595,2006,17
11,3807,2003,14
11,4164,2004,25
11,4164,2005,28
11,4223,2013,7
11,4236,2003,23
11,4236,2004,24
11,4236,2005,21
11,4236,2006,28
11,4236,2008,26
11,4236,2009,19
11,5001,2008,17
11,5392,2003,16
12,2460,2013,19
12,3898,2010,15
12,3898,2011,16
12,3898,2012,19
12,4271,2009,2
12,4921,2006,2
12,5214,2010,24
12,5222,2011,24
12,5222,2012,27
12,5222,2013,28
12,5231,2010,24
12,5231,2011,24
12,5243,2010,15
12,5243,2011,18
12,5243,2012,18
12,5243,2013,20
12,5244,2010,25
12,5244,2011,26
12,5244,2012,29
12,5245,2010,24
12,5245,2011,26
12,5245,2012,27
12,5245,2013,29
12,5250,2010,18
12,5250,2011,20
12,5303,2013,26
12,5306,2013,29
13,21,2007,17
13,54,2007,17
13,65,2007,32
13,273,2007,29
13,505,2007,30
13,718,2007,31
13,722,2007,32
13,744,2007,18
13,759,2007,9
13,852,2007,19
13,900,2007,19
13,974,2007,20
13,1075,2007,17
13,1219,2013,24
13,1273,2003,19
13,1273,2004,19
13,1273,2005,15
13,1273,2006,18
13,1273,2008,20
13,1273,2009,20
13,1343,2013,26
13,1374,2006,19
13,1374,2008,19
13,1374,2009,20
13,1374,2010,22
13,1374,2011,22
13,1374,2012,22
13,1374,2013,22
13,1401,2003,24
13,1401,2004,32
13,1401,2005,28
13,1401,2006,33
13,1401,2008,33
13,1401,2009,33
13,1401,2010,33
13,1401,2011,24
13,1401,2012,33
13,1401,2013,29
13,1509,2009,34
13,1509,2010,27
13,1509,2011,30
13,1509,2012,28
13,1509,2013,33
13,2055,2006,34
13,2139,2009,36
13,2139,2010,26
13,2139,2011,34
13,2139,2012,28
13,2139,2013,36
13,2764,2003,17
13,2764,2004,16
13,2764,2005,17
13,2764,2006,32
13,2764,2008,32
13,2764,2010,22
13,2764,2011,21
13,2764,2012,19
13,2764,2013,21
13,3198,2003,27
13,3198,2004,25
13,3304,2005,28
13,3411,2004,18
13,3411,2005,18
13,3411,2006,15
13,3411,2008,31
13,3411,2010,23
13,3411,2011,26
13,3411,2012,28
13,3420,2003,29
13,3420,2004,34
13,3420,2005,29
13,3420,2006,25
13,3420,2008,33
13,3420,2009,32
13,3420,2010,30
13,3420,2011,27
13,3420,2012,33
13,3420,2013,30
13,3451,2003,15
13,3451,2004,20
13,3451,2005,17
13,3472,2004,19
13,3472,2005,18
13,3472,2006,17
13,3472,2008,19
13,3472,2009,19
13,3472,2010,22
13,3472,2011,23
13,3472,2012,23
13,3472,2013,24
13,3476,2003,16
13,3476,2004,26
13,3476,2005,27
13,3627,2003,27
13,3627,2004,27
13,3627,2005,27
13,3631,2003,19
13,3631,2004,18
13,3631,2005,18
13,3631,2006,18
13,3667,2012,24
13,3787,2003,16
13,3787,2004,16
13,3787,2005,18
13,3787,2006,17
13,3787,2008,19
13,3787,2010,25
13,3787,2011,23
13,3787,2012,20
13,3787,2013,22
13,3947,2004,17
13,3947,2005,19
13,3947,2006,19
13,3947,2008,20
13,3947,2010,22
13,3947,2011,22
13,3947,2012,23
13,3947,2013,22
13,4138,2008,18
13,4138,2009,15
13,4138,2010,25
13,4138,2011,23
13,4138,2012,22
13,4270,2003,27
13,4275,2012,21
13,4275,2013,28
13,4332,2003,4
13,4428,2003,17
13,4428,2004,19
13,4428,2005,19
13,4428,2006,17
13,4428,2008,15
13,4428,2011,20
13,4893,2006,32
13,5016,2007,18
13,5028,2013,24
13,5034,2008,19
13,5169,2009,20
13,5415,2003,15
14,1334,2003,18
14,1334,2004,17
14,1334,2005,18
14,1334,2006,23
14,1334,2008,17
